new_index,author,content,date_time,id,language,number_of_likes,number_of_shares,sentiment
487,TheEllenShow,"The only place they performed it is on my show, and the only place you'll see it is right here. #ILoveGreenDay https://t.co/B87Wiguhbf",2016-12-13 22:16:00,808798000000000000,en,2000,316,1
488,TheEllenShow,I've waited 14 years for this. @GreenDay is here. #AmericanIdiot https://t.co/hwntIIdqRz,2016-12-13 19:26:00,808755000000000000,en,9182,3351,1
489,TheEllenShow,I love when @RWitherspoon is here. And not just because she always brings me a gift. https://t.co/O3QmdqkXdO,2016-12-13 18:43:00,808744000000000000,en,4749,530,0
490,TheEllenShow,I could watch him dance all day. Four-year-old Tavaris is back! https://t.co/C8sYcmIogd https://t.co/6zep6WO3mv,2016-11-17 18:39:00,799321000000000000,en,2553,337,1
491,TheEllenShow,.@CarrieUnderwood shared some of her dirty laundry with @TylerOakley. https://t.co/go7LwkvLmH https://t.co/xWLXWbNO3t,2016-11-07 22:26:00,795754000000000000,en,1720,228,0
492,TheEllenShow,Who’s ready to play DoubleDown? #LaughDancePartner https://t.co/R1vbS2o34V,2016-09-14 20:13:00,776152000000000000,en,1203,147,2
493,TheEllenShow,I'm so proud of the @NBA for standing up for what's right. Incredible. https://t.co/6aito3VsCD,2016-07-22 04:41:00,756348000000000000,en,6567,1444,1
494,TheEllenShow,This boy makes me so happy. https://t.co/Y7IlO3zksK https://t.co/LxG8VRVHan,2016-05-04 17:40:00,727916000000000000,en,3662,584,0
495,TheEllenShow,A surprise guest played Pie Face w/ @MarioLopezExtra. Give ya a hint—It's not Kelly Kapowski https://t.co/uzNG2XbAMj https://t.co/e3rqCo3tKu,2016-04-29 20:28:00,726146000000000000,en,2049,260,0
496,TheEllenShow,Sally Field &amp; Max Greenfield have a lotta chemistry. And Im not talking about thermodynamics https://t.co/GiNWctqYIr https://t.co/oBBpXALrK0,2016-03-07 22:34:00,706971000000000000,en,2901,321,0
497,TheEllenShow,"Tonight on #EllenDesignOnHGTV, the designers make couches for my green room. Having a design show is very handy.
https://t.co/ZzxtN4rlv6",2016-02-22 23:32:00,701913000000000000,en,2434,358,1
498,TheEllenShow,"If you missed this moment on the show, I didn’t want you to miss out on all the fun we had with @singtrix.
https://t.co/OQIO3B8Scy",2015-12-08 20:23:00,674323000000000000,en,2138,306,0
499,TheEllenShow,"Tomorrow’s the day for Today! If you’re headed to the @TodayShow, make sure you have one of these signs. http://t.co/rn2OTIwNKr",2015-04-14 22:29:00,588107000000000000,en,1431,277,1
500,Twitter,@hankgreen Now can we get a minute of you trying to Nae Nae?,2016-12-17 01:29:00,809933000000000000,en,253,46,1
501,Twitter,"Live from Twitter, it’s Caturday night. #NationalCatDay

https://t.co/AphgaIVXXN https://t.co/rpoJTao3ow",2016-10-30 00:48:00,792529000000000000,en,2277,842,0
502,Twitter,@funkypho3nix631 Sometimes a past Tweet is too good not to share again. https://t.co/xNmbdUBuV7,2016-06-16 18:33:00,743512000000000000,en,130,52,1
503,Twitter,"Long weekend vibes.
https://t.co/KIo3Bf58NT",2016-05-28 15:38:00,736582000000000000,en,4670,1595,0
504,Twitter,"@KingHenry_2, we can't wait to see what you do next, Mr. Heisman! Thanks for sharing it all on Twitter. #LoveTwitter https://t.co/1ho3i7f0kD",2016-03-21 18:40:00,711986000000000000,en,344,130,1
505,Twitter,"What's your favorite green thing? 🍀

#StPatricksDay",2016-03-17 16:35:00,710505000000000000,en,1422,547,0
506,Twitter,Go inside the Paris climate talks and join the global conversation with #COP21: https://t.co/hqaYvqUnL8 https://t.co/OzfAXOaAGU,2015-11-30 17:39:00,671383000000000000,en,820,524,1
507,Twitter,#ClimateMarch — See how people are rallying around the world against climate change: https://t.co/5a9MiprY6I https://t.co/fIahrBv9O7,2015-11-30 01:00:00,671132000000000000,en,818,345,1
508,Twitter,"Accessorize your Tweets for New York Fashion Week.

#NYFW: so hot right now. https://t.co/Ch4lU7k2Si",2015-09-09 22:13:00,641736000000000000,en,422,211,0
509,Twitter,9/9: We're amazed at how far we've traveled together. #ThankYou for an incredible nine years. https://t.co/tfVZIO34ZR,2015-03-20 16:17:00,578954000000000000,en,1575,1124,1
510,Twitter,How Twitter data helps @petajkt track flooding in real time around Jakarta to save lives: https://t.co/HlYH0jUEsa @TwitterData,2014-12-03 18:18:00,540208000000000000,en,363,293,1
511,Twitter,Congrats to @NASA on the Atlantis launch and to the lucky #NASATweetup participants who are tweeting great pics! http://t.co/OEMGo34,2011-07-08 16:50:00,89375800000000000,en,101,311,1
512,Twitter,"@photo3models It's ok to be fashionably late! Now, time to catch up on the conversation. Maybe you'll find this useful http://t.co/M4acluy",2011-03-22 18:11:00,50258400000000000,en,33,13,0
513,jtimberlake,Oh man... you KILLED it... @kunalnayyar!! #Monday #CantStopTheFeeling #Office dance... https://t.co/IZqa6gxo3N,2016-05-09 20:47:00,729775000000000000,en,1937,450,0
514,jtimberlake,Great trip down memory lane today on #OTHERtone.... https://t.co/odIiJlzj8y https://t.co/s1e8OnO39g,2016-04-03 20:36:00,716726000000000000,en,4972,1208,0
515,jtimberlake,Got some new gear for the last leg of #JT2020Tour...@neilbarrett http://t.co/4a0ZO34naK,2014-11-26 18:10:00,537670000000000000,en,3147,855,0
516,jtimberlake,It has come to my attention that some peeps are flooding @JamesStendebach with hate tweets. Leave the guy alone! Just some sports-fan fun!,2014-11-20 08:19:00,535347000000000000,en,2037,608,0
517,jtimberlake,Heard #2014EMAs are livestreaming on @eonline tomorrow night. Big night @green4EMA! Have fun! #Green #Environment -teamJT,2014-10-18 00:17:00,523267000000000000,en,1551,580,0
518,jtimberlake,"Well done, @bubbawatson ! Congrats on your 2nd green jacket. #Ballin @The_Masters",2014-04-13 23:10:00,455483000000000000,en,4152,1694,0
519,jtimberlake,"Happy St. Patrick's Day!!! Ladies... Kiss an Irishman tonight! Or, any guy wearing green! Or, any guy with a beer/drink in his hand...",2014-03-18 00:31:00,445719000000000000,en,12658,5898,0
520,jtimberlake,The #TakeBackTN video is out tomorrow! Be part of the reveal! Stay tuned 7AM ET tomorrow: http://t.co/ObBFo3NisI -teamJT,2013-07-29 18:52:00,361922000000000000,en,700,1071,0
521,jtimberlake,Hey. Go get this. Now. My good friend @Luccadoes http://t.co/0YrqXWfYO3,2013-07-19 00:33:00,358022000000000000,en,333,373,0
522,jtimberlake,Yup. http://t.co/x2JO3x00xn,2013-03-06 02:03:00,309122000000000000,und,3674,5845,0
523,jtimberlake,"""@LinzBitz: @jtimberlake Adult slip &amp; slide time. I feel like it would make my night that much better... ""Where's the green jello?! #toofun""",2012-09-01 04:56:00,241761000000000000,en,62,70,0
524,jtimberlake,MASTERS!!! This is the most exciting it's been in years. Who's gonna take home the green jacket?? #GolfGeek,2012-04-05 16:49:00,187945000000000000,en,109,589,1
525,jtimberlake,.@TraceAyala Who knew Heaven was available in GREEN too..? Ha!,2012-03-17 21:20:00,181128000000000000,en,9,17,0
526,jtimberlake,"Follow @SOTSK , get educated and support all of the people on the ground helping others get clean water #worldwaterday",2011-03-23 03:25:00,50397600000000000,en,74,308,1
527,jtimberlake,Jessica Biel donating her 29th for @charitywater. Let's build a clean water well today! http://www.mycharitywater.org/jessicabiel,2011-03-03 18:46:00,43381600000000000,en,120,407,0
528,jtimberlake,http://ping.fm/p/RKjZx - In the green room at #FNO with @traceayala.,2010-09-11 02:43:00,24160093990,en,37,82,0
529,jtimberlake,...The 18th green at Mirimichi.,2010-09-06 17:34:00,23163873865,en,24,61,0
530,jtimberlake,http://twitpic.com/2lvtzy - The 18th green at Miring...,2010-09-06 17:33:00,23163806201,en,39,69,0
531,jtimberlake,"Also, just received the GEO Award for 1st certified ""green"" golf course! Pretty damn cool.",2010-09-06 16:38:00,23159722639,en,33,130,0
532,KimKardashian,Miami https://t.co/Qo3wg7kA6H,2016-09-16 13:59:00,776783000000000000,it,17799,5904,0
533,KimKardashian,Sign up now!! https://t.co/xZbfoxo3Vh https://t.co/QUHdMbM0HD,2016-08-23 15:23:00,768106000000000000,en,5140,643,0
534,KimKardashian,https://t.co/xZbfoxo3Vh for tickets Oct 14! Our 1st sponsor is KYLIE COSMETICS! So everyone will get a free lip kit! https://t.co/jOkb3I4YuV,2016-08-23 12:18:00,768060000000000000,en,5177,568,0
535,KimKardashian,I’M GIVING AWAY TICKETS TO THE SAINT PABLO TOUR!!! https://t.co/nQJQqo3K0f,2016-08-12 15:02:00,764115000000000000,en,3703,870,0
536,KimKardashian,She really is the best!!! she understands my pain  https://t.co/7r9MXM2O37,2016-08-05 01:18:00,761371000000000000,en,7706,1015,0
537,KimKardashian,Xoxo https://t.co/1fbO3elYTG,2016-07-05 02:03:00,750148000000000000,en,2698,306,0
538,KimKardashian,ALL ABOUT NORTH AND PENELOPE'S MERMAID PARTY https://t.co/LvO3e1TWJn,2016-06-22 17:28:00,745670000000000000,en,3716,584,0
539,KimKardashian,Happy Fathers Day babe! Thank you for always putting our family first and being the best dad to our babies! https://t.co/O3h5JdbL7a,2016-06-20 03:43:00,744737000000000000,en,64199,11411,1
540,KimKardashian,Obsessed with my @Lumeecase Go to https://t.co/GYe09RX1HX to get one! https://t.co/M3O3l9EGuy,2016-06-14 03:32:00,742560000000000000,en,5596,1269,0
541,KimKardashian,ARMY GREEN VIBES https://t.co/ojM5M1PZnb https://t.co/fDtkZCxSMg,2016-05-29 17:30:00,736973000000000000,en,5800,1044,0
542,KimKardashian,Shot a fun tutorial today with @makeupbymario using only drug store products on my app! Download my app now! https://t.co/yXZlMRlo3l,2016-04-27 05:08:00,725190000000000000,en,11843,1461,0
543,KimKardashian,#FOLLOWFRIDAY GLAM SQUAD PART 2 https://t.co/FeZomIO3F9 https://t.co/BPDPkbn4lN,2016-04-22 22:00:00,723633000000000000,en,4664,745,0
544,KimKardashian,👯 https://t.co/EeKqLloio3,2016-03-14 21:58:00,709499000000000000,und,18403,2217,0
545,KimKardashian,CHRISTMAS EVE PARTY 2015 https://t.co/A02mVD067O https://t.co/Xo3UgHjA6J,2015-12-28 21:00:00,681581000000000000,en,11365,2527,1
546,KimKardashian,GREEN VIBES https://t.co/TJvYNQ6427 https://t.co/LydtdzohiL,2015-12-22 21:15:00,679410000000000000,en,7897,1419,0
547,KimKardashian,THE LOOK: BRONZE EYE https://t.co/gr7LktGpTm https://t.co/NO39vAe9aB,2015-12-15 19:45:00,676851000000000000,en,2659,494,0
548,KimKardashian,GLAMOUR MAGAZINE https://t.co/Ji4vOgC9r9 https://t.co/XriO3ZsyS7,2015-11-22 23:30:00,668572000000000000,en,2839,597,0
549,KimKardashian,W.E.S.T. https://t.co/CvsBYzO3xL,2015-11-06 00:48:00,662431000000000000,en,22110,6696,0
550,KimKardashian,☁️💙 heavenly ☁️💙 http://t.co/Qo3qIStTuj,2015-08-18 21:07:00,633747000000000000,en,16519,3285,0
551,KimKardashian,I loved this @RollingStone shoot w @Terry_World http://t.co/aLQzB5nKCK http://t.co/Vuzz4oo359,2015-07-28 16:55:00,626073000000000000,en,4739,992,0
552,KimKardashian,Happy we got to glam in NYC @MakeupByMario Excited for our master class July 25th Go sign up http://t.co/P9Z1eaP8mC http://t.co/1Dogf9cO31,2015-07-06 18:26:00,618124000000000000,en,4971,1056,1
553,britneyspears,I’ve teamed up with @RedCross and @crowdrise to raise funds for the victims of the horrible flooding in my home state of Louisiana.,2016-08-22 17:51:00,767781000000000000,en,5675,1940,1
554,britneyspears,On the green today with these munchkins 💚 #SundayFunday https://t.co/fgTSLO46mO,2016-03-20 23:34:00,711697000000000000,en,9486,2040,0
555,britneyspears,"So @Uber &amp; I are bringing #PrettyGirls to you! Request a “Bee” ride in LA @ 3pm PT to hear it http://t.co/7Bi6lwdDqe
https://t.co/DGHRVO3onh",2015-05-03 20:01:00,594955000000000000,en,3996,2529,0
556,britneyspears,Everyone should have access to clean water. Let's make a difference this #WorldWaterDay w/ #WaterNow @WorldVisionUSA http://t.co/ye6fSo9Nrk,2015-03-22 19:02:00,579720000000000000,en,3473,2227,1
557,britneyspears,@csch411 can't wait to see you!,2015-03-01 07:46:00,571939000000000000,en,387,134,1
558,britneyspears,Me and the crew on Halloween! #SoFierce 🎃👻 http://t.co/HSrUc53No3,2014-11-02 19:24:00,528991000000000000,en,4198,2028,0
559,britneyspears,@greenfairy90 Thank you so much! ❤,2014-10-31 22:34:00,528314000000000000,en,407,193,0
560,britneyspears,@greenfairy90 Aww yay! I'm glad you got one Caroline :) Do you like the smell? xoxo,2014-04-12 00:07:00,454773000000000000,en,1136,817,0
561,britneyspears,We are so lucky to have clean water. Lets make clean water possible for all w/ @drop4drop! #WorldWaterDay #ILoveWater http://t.co/DRubUbA0TE,2014-03-22 22:16:00,447497000000000000,en,3830,3012,1
562,britneyspears,ATTENTION PEOPLE!!! Just a lil taste to hold y'all over. #WorkBxxch1stLook: http://t.co/xo3KO5JeBi I &lt;3 U Ben Mor!!!,2013-09-27 03:11:00,383429000000000000,en,3019,5026,1
563,britneyspears,@carly_greene Now I feel old... LOL,2013-05-16 17:11:00,335080000000000000,en,230,306,0
564,Cristiano,Always working. 💪 Fresh Trainers. Gear up for the gym on https://t.co/E2zLOUFGP6 https://t.co/0GESo32QOn,2016-11-17 08:29:00,799168000000000000,en,16720,3163,1
565,Cristiano,This was my score at Ronaldo&amp;Hugo. What’s yours? http://t.co/0KJXfey8vw http://t.co/S5lFO3jAqo,2015-06-26 14:18:00,614438000000000000,en,9600,3233,0
566,Cristiano,Are you the world’s biggest football fan? Share a photo with #PassionPulse! #GALAXYS5 http://t.co/dcko3wDHZX  http://t.co/BxBsn6z8sO,2014-07-09 19:39:00,486958000000000000,en,6823,3336,1
567,Cristiano,What an exciting game at the Bernabéu! Hala Madrid! http://t.co/R2uUpf9o3x,2013-10-23 21:55:00,393134000000000000,en,8624,11800,0
568,Cristiano,Wanna be in my website promotional video? Register at http://t.co/oO98A9J4V1 and get the chance to be part of it. http://t.co/hfO3doOs39,2013-06-12 14:29:00,344824000000000000,en,3395,3721,1
569,Cristiano,Nice visit from my friend @Deco20oficial http://t.co/FJ2hcY1a,2012-12-15 12:32:00,279927000000000000,en,822,1419,0
570,Cristiano,Check out these pics from our last game http://t.co/5O3Sqa5Y,2011-11-12 22:53:00,135490000000000000,en,236,360,1
571,Cristiano,Heated things up in Iceland yesterday!... http://say.ly/ogO3UM,2010-10-13 12:00:00,27234134781,en,69,165,0
572,Cristiano,I have seen that there are young Spaniards and Portuguese such as @Hala Garrido and @Felipe Munoz who are fighting t... http://say.ly/fgo3ie,2010-08-27 15:09:00,22274553394,en,53,123,1
573,selenagomez,Can’t believe it’s almost time for #RevivalTour! Getting ready for my 1st show with @Pantene. #StrongIsBeautiful https://t.co/yFtn2Oi7HV,2016-05-07 00:46:00,728748000000000000,en,86541,31008,1
574,selenagomez,20M #HandsToMyself views in a week…What?!! Have I mentioned I have the best fans ever? I have the BEST FANS EVER. 😘 https://t.co/SNZujho3uF,2016-01-27 04:53:00,692209000000000000,en,41739,20742,0
575,selenagomez,"Much like the music the show will be equally sophisticated, fun and personal 💙 https://t.co/FtQd5pFcO2",2015-10-09 16:27:00,652521000000000000,en,8890,6166,1
576,selenagomez,"Newark, Jersey http://t.co/zskw2Osso3",2013-10-21 04:00:00,392138000000000000,en,4197,4729,0
577,selenagomez,TORONTO turnt alllll the way!! ❤ You http://t.co/f0eO3TLYVl,2013-08-25 05:42:00,371508000000000000,en,5484,6812,0
578,selenagomez,"Hey Guys-- Join me and Charity Buzz in supporting the victims of the tornadoes in Alabama
by bidding on 4 VIP... http://fb.me/15KSo3NJZ",2011-07-12 17:24:00,90833800000000000,en,451,1307,1
579,selenagomez,#Haiti365 UNICEF and it's partners supplied an average of 8.3 Million liters of Clean water to 1.2 Million people daily,2011-01-19 21:27:00,27839600000000000,en,309,1305,1
580,cnnbrk,EPA: Fiat Chrysler allegedly installed devices on Jeep Grand Cherokee and Dodge Ram trucks to cheat on emissions.… https://t.co/a13RrkRmn8,2017-01-12 16:59:00,819590000000000000,en,328,417,1
581,cnnbrk,Judge orders ExxonMobil to turn over 40 years of climate change research. https://t.co/qFDBZ5w3cG https://t.co/TyyQ2uo3Dv,2017-01-12 16:41:00,819585000000000000,en,1682,912,2
582,cnnbrk,US indicts six Volkswagen executives in connection with the automaker's emissions cheating scandal.… https://t.co/echbSRfAvX,2017-01-11 20:16:00,819277000000000000,en,326,172,2
583,cnnbrk,Residents in east Aleppo hope they'll be able to evacuate after rebels said new ceasefire agreement was reached.… https://t.co/Ro3cHe7EHb,2016-12-15 06:22:00,809282000000000000,en,445,310,2
584,cnnbrk,President-elect Trump says his companies will do no new deals while he is in office. https://t.co/O3jih87d9A https://t.co/JORaG7BH1u,2016-12-13 06:04:00,808553000000000000,en,525,223,2
585,cnnbrk,South Korea calls North Korean military drills designed to simulate an attack on the South “childish.”… https://t.co/8irRDo3WIp,2016-12-12 10:36:00,808259000000000000,en,317,194,1
586,cnnbrk,Green Party's Jill Stein says she's dropping her bid for vote recount in Pennsylvania. https://t.co/OwGHxUbcLb,2016-12-04 01:19:00,805220000000000000,en,1213,553,2
587,cnnbrk,"Officials recover 3 more bodies of people killed in TN wildfires, bringing the death toll to 7, authorities say.… https://t.co/HLxmed6hEh",2016-11-30 21:29:00,804075000000000000,en,236,236,2
588,cnnbrk,"National Park Service: Fire that sparked Tennessee wildfires, which burnt nearly 15,000 acres, was ""human-caused.""… https://t.co/VuSnSjQKym",2016-11-30 02:22:00,803786000000000000,en,552,835,0
589,cnnbrk,"Gatlinburg Mayor Mike Werner, who apparently lost home to wildfires: People ""basically running for their lives.""… https://t.co/2Nsed5O5aE",2016-11-29 21:51:00,803718000000000000,en,320,299,1
590,cnnbrk,"Officials say at least 3 people are dead as a result of the raging wildfires in Sevier County, Tennessee.… https://t.co/DUuWY2yq7Z",2016-11-29 21:35:00,803714000000000000,en,231,254,2
591,cnnbrk,"Gatlinburg-area officials say more than 250 structures damaged by Tennessee wildfires, but worst may be over… https://t.co/QvXwLKu1Vr",2016-11-29 17:10:00,803647000000000000,en,487,606,2
592,cnnbrk,"Evacuations under way near Gatlinburg, Tennessee, as high winds hamper firefighters' efforts to quell wildfires.… https://t.co/bRbrx2anUt",2016-11-29 02:42:00,803429000000000000,en,757,930,1
593,cnnbrk,23 people detained on suspicion of arson after wildfires scorched central and northern Israel this week.… https://t.co/tO55AHu271,2016-11-26 21:45:00,802629000000000000,en,350,235,1
594,cnnbrk,"Trump calls recount effort launched by Green Party and joined by Clinton campaign a ""scam."" https://t.co/rt3vxcrmOt https://t.co/voTKSu5IRR",2016-11-26 20:38:00,802612000000000000,en,1941,850,2
595,cnnbrk,Army Corps of Engineers orders North Dakota pipeline protesters to leave campsite or face arrest. https://t.co/D9o3RKIcrX,2016-11-26 04:23:00,802367000000000000,en,795,889,0
596,cnnbrk,"Wisconsin elections board says it has petition from Green Party and Jill Stein, and will prep presidential recount.… https://t.co/zZiBcVczVV",2016-11-25 22:44:00,802282000000000000,en,3855,2021,2
597,cnnbrk,200 people hospitalized with breathing difficulties in Tennessee as wildfires scorched across Southeast. https://t.co/21CP8EaoFs,2016-11-16 08:58:00,798812000000000000,en,698,701,1
598,cnnbrk,Eric Trump may have broken law with ballot tweet.  https://t.co/3cEkwFgO3p,2016-11-08 21:46:00,796107000000000000,en,1323,895,2
599,cnnbrk,"Missing woman found chained ""like a dog"" inside metal container in rural SC, sheriff says. https://t.co/So33jinM4G https://t.co/PAsbwChQQr",2016-11-03 23:21:00,794319000000000000,en,656,560,2
600,cnnbrk,"Police say Scott Michael Greene, suspect in Iowa ambush shootings that killed 2 officers, has been captured.… https://t.co/K4yfrlC6al",2016-11-02 14:51:00,793828000000000000,en,721,521,2
601,cnnbrk,Police identify suspect in Iowa ambush shootings that killed two officers as Scott Michael Greene.… https://t.co/7h6lmFXoGZ,2016-11-02 13:10:00,793803000000000000,en,506,698,2
602,cnnbrk,"‘God willing, we will meet soon on the ground of Mosul where we will all celebrate the liberation,’ Iraqi PM says.… https://t.co/O3fQriGDAX",2016-10-16 23:14:00,787794000000000000,en,1325,703,1
603,cnnbrk,"200 nations reach deal to cut use of HFCs, potent greenhouse gases used in refrigeration and air conditioning.… https://t.co/jm5km9N3rm",2016-10-15 08:25:00,787208000000000000,en,594,305,1
604,cnnbrk,Widespread flooding expected for several days in North Carolina following Hurricane Matthew. https://t.co/vhsTXXWyuC,2016-10-09 23:49:00,785266000000000000,en,277,227,1
605,cnnbrk,Former Portuguese Prime Minister Antonio Guterres is poised to become the next UN secretary-general. https://t.co/UGKO3wRInN,2016-10-05 16:05:00,783700000000000000,en,342,373,1
606,cnnbrk,"Trump doesn't believe climate change is man-made, his campaign manager says. https://t.co/hZcNicYjqs https://t.co/UA9gqWZhsX",2016-09-27 13:12:00,780757000000000000,en,585,413,2
607,cnnbrk,"Iowa and Wisconsin hit with evacuation orders as flooding threatens areas.
https://t.co/sm1nkWBVQZ",2016-09-26 07:14:00,780305000000000000,en,257,188,1
608,cnnbrk,"Hundreds of scientists, including Stephen Hawking, issue open letter criticizing Donald Trump over climate change… https://t.co/iNOFUa7QRt",2016-09-21 12:05:00,778566000000000000,en,2352,1280,2
609,cnnbrk,"Libertarian and Green Party presidential candidates fail to qualify for first debate, commission says. https://t.co/6lE0UPNjiI",2016-09-16 19:31:00,776866000000000000,en,643,403,2
610,cnnbrk,Older brother of Syrian boy in iconic image dies of injuries from airstrike on family home. https://t.co/FDDVBCO2Av https://t.co/vrUnyWxGVk,2016-08-20 18:39:00,767069000000000000,en,2081,2472,1
611,cnnbrk,A third person had died from flooding in southern Louisiana. More rain is expected. https://t.co/MG1zwDGiNN https://t.co/86mvwED5X4,2016-08-13 06:16:00,764345000000000000,en,317,325,1
612,cnnbrk,"Woman in critical condition after an alligator bit her in Everglades, nearly severing her hand, officials say. 
https://t.co/Y9X0mBVuo3",2016-08-13 04:00:00,764311000000000000,en,375,304,1
613,cnnbrk,"Algae to blame for green water in Olympic diving pool but no risk to athletes, organizers say. https://t.co/4g16rgnwz9",2016-08-10 14:58:00,763389000000000000,en,464,456,2
614,cnnbrk,"OLYMPICS: US swimmer Michael Phelps wins men's 200-meter butterfly, his 20th Olympic gold. https://t.co/ikZ1mEO3Bi https://t.co/DETqZ4iEnO",2016-08-10 01:36:00,763187000000000000,en,5251,2448,0
615,cnnbrk,22 people are missing after 2 buses go off a bridge that collapsed in flooding in India. https://t.co/LAvO69hkPs https://t.co/2FfhmLAf82,2016-08-03 09:04:00,760763000000000000,en,347,395,1
616,cnnbrk,Woman found dead after flash flooding near Baltimore. https://t.co/qzik2quQkA,2016-07-31 15:52:00,759779000000000000,en,500,346,1
617,cnnbrk,"Flash flood emergency issued for portions of Baltimore area, with NWS citing ""severe"" flooding. https://t.co/opzdkx6rb7",2016-07-31 04:20:00,759605000000000000,en,260,223,1
618,cnnbrk,"Heavy rains triggered flooding, landslides in China this week, leaving at least 72 people dead, authorities say. https://t.co/WRleqsJ1up",2016-07-23 09:16:00,756780000000000000,en,206,195,1
619,jimmyfallon,"Tonight: Kid Theater w/@BenAffleck, @MsSarahPaulson is here, music from @GreenDay and your funniest #MyDumbArgument tweets! #FallonTonight",2016-10-06 13:01:00,784016000000000000,en,1819,288,1
620,jimmyfallon,.@michaelstrahan and I have a back-to-school themed Giant Tricycle Race https://t.co/aieRQo3GmV #FallonTonight,2016-09-08 12:02:00,773854000000000000,en,1053,155,0
621,jimmyfallon,Luck and love. Happy St. Patrick's Day!! #GoGreen #HappyStPatricksDay,2016-03-17 13:42:00,710461000000000000,en,5423,1548,1
622,jimmyfallon,"Thank you Claudio's in Greenport!! Best chowder, best people. #familyowned https://t.co/kONPTGjQ0M",2015-11-01 18:50:00,660892000000000000,en,1096,191,1
623,jimmyfallon,This seems to be the consensus: https://t.co/7cO3TKP41Z thanks! #Memphis,2015-10-17 22:40:00,655514000000000000,en,1190,270,1
624,jimmyfallon,"Tonight: Michael Fassbender, @brielarson, @SpeakerBoehner, music from @CeeLoGreen and your #WorstCollegeParty tweets!#FallonTonight",2015-10-08 14:25:00,652128000000000000,en,1096,252,0
625,jimmyfallon,.@justinbieber and @questlove have drum-off rematch! https://t.co/MSJ82Xao3I #FallonTonight #BieberOnFallon,2015-09-03 14:14:00,639441000000000000,en,1870,877,0
626,jimmyfallon,Jake Gyllenhaal and I play an intense game of Slapjack https://t.co/O3feeTpgjJ #FallonTonight,2015-07-22 14:11:00,623858000000000000,da,1415,316,0
627,jimmyfallon,"Not saying Obama was throwing shade last night, but that ad lib about winning both of his elections just solved Global Warming.  #fallonmono",2015-01-22 00:51:00,558064000000000000,en,6304,2257,-1
628,jimmyfallon,I definitely win for running the hardest after hitting an obviously foul grounder. #20to3 http://t.co/NVkiKoqFKf,2014-07-29 02:54:00,493953000000000000,en,1072,204,0
629,jimmyfallon,The Polar Vortex is causing fall-like temps in the Midwest. Not sure if it's climate change or God just put Earth on “Shuffle.” #fallonmono,2014-07-16 00:29:00,489205000000000000,en,4049,2281,1
630,jimmyfallon,Everybody's talkin' bout my tight pants. Feat. Jennifer Lopez (@JLo ) http://t.co/5gcH4PnIUq #gotmytightpantson,2014-06-10 15:27:00,476385000000000000,en,2514,1196,0
631,jimmyfallon,"The return of ""Tight Pants"" with Jennifer Lopez (@JLo ) http://t.co/5gcH4PnIUq #FallonTonight",2014-06-10 14:09:00,476365000000000000,en,1584,717,0
632,jimmyfallon,"Tonight: Jason Statham playing Water War, talking about @tomgreenlive's new beer &amp; music from @emelisande. #LateNight #LNJF",2013-11-06 19:54:00,398177000000000000,en,202,88,1
633,ArianaGrande,this is very exciting !! thank you thank you !!! ^ - ^  https://t.co/XfkgRFO3YZ,2016-11-08 03:31:00,795831000000000000,en,29843,8923,1
634,ArianaGrande,New Viva Glam colors available https://t.co/GO3aHCpyKE ~ Sept 1 ~ @MACcosmetics https://t.co/jCU4dLslnC,2016-08-22 20:17:00,767818000000000000,en,64423,25702,2
635,ArianaGrande,@EvergreenGrande HAHAHAHAHHA,2016-07-07 18:59:00,751129000000000000,tl,11564,3891,0
636,ArianaGrande,Just posted a photo https://t.co/sblKO3LH4h,2016-06-19 03:52:00,744377000000000000,en,29227,9370,0
637,ArianaGrande,you're the cutest goodbye  https://t.co/60O30Zp49Z,2016-05-24 01:57:00,734926000000000000,en,15262,4323,0
638,ArianaGrande,♡  https://t.co/kO3rgKHlwI,2016-03-02 21:44:00,705147000000000000,und,20597,6158,0
639,ArianaGrande,My @maccosmetics #vivaglam lipstick &amp; gloss are out 💟 every penny goes to the MacAidsFund💟 https://t.co/iL0NX6GCmc https://t.co/4jIwo3TI3K,2016-01-14 02:36:00,687463000000000000,en,27171,14120,0
640,ArianaGrande,what's mine is yours. all of you. always. *shows up at your classroom door in disguise with a green tea soy latte* https://t.co/LhYjqCn8rj,2015-11-13 18:55:00,665241000000000000,en,30880,12851,1
641,ArianaGrande,love... patience... rest.... music..... green tea.... creativity... nature....Pixar movies.... bed...... Gloria Steinem books.... you get it,2015-11-13 18:50:00,665240000000000000,en,38904,20085,0
642,ArianaGrande,the cutest grumpy face ever (I proudly was the only one who cheered him up) #imissyou #somuch… https://t.co/UFcIvwy9o3,2015-10-23 20:12:00,657651000000000000,en,20610,10069,0
643,ArianaGrande,y'all. are. so. funny.  https://t.co/L7mUGO3lqR,2015-10-12 05:05:00,653436000000000000,en,13963,6326,1
644,ArianaGrande,"me too babe, i can't wait to see y'all &amp; steal a billion of your hugs https://t.co/yo3QMRrOhL",2015-07-13 20:35:00,620693000000000000,en,15299,6750,1
645,ArianaGrande,thank you ☕️☕️☕️☕️ love you. feeling much better today. https://t.co/6Eo3xWAHqJ,2015-06-22 20:42:00,613085000000000000,en,15735,7086,0
